mitra_id,kode_mitra,akun_id,diverifikasi_oleh_admin_id,lokasi_id,jenis_mitra_id,status_mitra_id,skala_kerjasama_id,nama_mitra,nama_badan_hukum,nib,npwp,nama_pic,jabatan_pic,kontak_pic,email_pic,alamat_mitra,wilayah_operasional,deskripsi_dukungan,logo_url,foto_cover_url,status_verified,is_deleted,deleted_at,archived_at,created_at,updated_at
MTR000036,MITRA-2026-00036,AKUN005286,ADM000078,LOK000829,JM01,AKTIF,LOKAL,UPT Karya Bersama,UPT Karya Bersama Mandiri,,20.643.699.1-136.296,Farhan Saputra,Business Development,08227805623,order-upt-karya-bersama@go.id,"Kompleks Ruko Griya Usaha Blok B No. 31, kantor operasional UPT Karya Bersama",Kabupaten/Kota,"UPT Karya Bersama mendukung UMKM melalui pendampingan konten, kelas pelatihan, konsultasi legal pada bidang pendampingan bisnis, sertifikasi produk. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000036.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000036.webp,true,false,,,2025-02-27 19:34:20,2025-04-20 19:34:20
MTR000037,MITRA-2026-00037,AKUN005287,ADM000044,LOK000852,JM02,AKTIF,PROVINSI,PT Sentra Pendampingan,PT Sentra Pendampingan,2251572078499,89.544.725.2-210.516,Salsa Permata,Business Development,082265984240,sales-pt-sentra-pendampingan@corp.id,"Jl. Sultan Agung No. 174 RT 02/RW 04, kantor operasional PT Sentra Pendampingan",Jawa Tengah,"PT Sentra Pendampingan mendukung UMKM melalui mentoring, akses pameran, pendampingan konten, promosi digital pada bidang pemasaran, distribusi, pelatihan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000037.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000037.webp,true,false,,,2024-02-12 12:23:29,2024-03-06 12:23:29
MTR000038,MITRA-2026-00038,AKUN005288,ADM000154,LOK000875,JM01,AKTIF,LOKAL,Badan Rumah Kemasan,Badan Rumah Kemasan Mandiri,1463033511005,86.451.700.3-855.085,Bagus Mulyani,PIC CSR,085172380805,badan-rumah-kemasan038@co.id,"Kompleks Ruko Griya Usaha Blok H No. 15, kantor operasional Badan Rumah Kemasan",Jawa-Bali,"Badan Rumah Kemasan membuka program kolaborasi untuk UMKM pada bidang sertifikasi produk, legalitas usaha, pelatihan dengan bentuk dukungan kurasi produk, fasilitasi sertifikasi, pendampingan konten, kelas pelatihan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000038.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000038.webp,true,false,,,2024-05-21 03:53:54,2024-07-17 03:53:54
MTR000039,MITRA-2026-00039,AKUN005289,ADM000214,LOK000898,JM01,AKTIF,LOKAL,Badan Mandiri Sejahtera,Badan Mandiri Sejahtera Mandiri,,79.652.084.4-331.380,Niken Ungu,Koordinator Kemitraan,081136582250,badan-mandiri-sejahtera.cs@corp.id,"Sentra UMKM Colomadu, Kios H32, kantor operasional Badan Mandiri Sejahtera",Online Nasional,"Badan Mandiri Sejahtera membuka program kolaborasi untuk UMKM pada bidang sertifikasi produk, pelatihan, legalitas usaha dengan bentuk dukungan fasilitasi sertifikasi, kelas pelatihan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000039.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000039.webp,true,false,,,2024-12-29 17:51:08,2025-01-11 17:51:08
MTR000040,MITRA-2026-00040,AKUN005290,ADM000021,LOK000921,JM06,AKTIF,LOKAL,BPR Pasar Online Indonesia,BPR Pasar Online Indonesia Mandiri,3379559961120,90.494.807.5-401.374,Dinda Yusnita,Manajer Program,0852860420915,kemitraan.bpr-pasar-online-indonesia@go.id,"Jl. S. Parman KM 16.2, RT 10/RW 02, kantor operasional BPR Pasar Online Indonesia",Jawa Tengah,"BPR Pasar Online Indonesia membuka program kolaborasi untuk UMKM pada bidang legalitas usaha, permodalan dengan bentuk dukungan klinik konsultasi, pinjaman lunak, konsultasi legal, pendampingan konten.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000040.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000040.webp,true,false,,,2024-10-26 15:07:19,2024-12-13 15:07:19
MTR000041,MITRA-2026-00041,AKUN005291,ADM000233,LOK000944,JM05,AKTIF,LOKAL,Komunitas Pasar Rakyat,Komunitas Pasar Rakyat Mandiri,,75.728.095.6-187.315,Pram Sulistyo,Kepala Divisi UMKM,08886727352,info-komunitas-pasar-rakyat@corp.id,"Jl. Gatot Subroto Gang Mawar No. 235, kantor operasional Komunitas Pasar Rakyat",Nasional,"Komunitas Pasar Rakyat berperan sebagai mitra pendamping yang menyediakan kemitraan penjualan, klinik konsultasi, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000041.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000041.webp,true,false,,,2025-05-20 19:13:10,2025-05-30 19:13:10
MTR000042,MITRA-2026-00042,AKUN005292,ADM000156,LOK000967,JM04,AKTIF,KABUPATEN,Institut Nusantara Berdaya,Institut Nusantara Berdaya Mandiri,,54.687.015.7-498.213,Adeliya Gunawan,Manajer Program,08514907457,order.institut-nusantara-berdaya@co.id,"Pasar Nusukan Los G-200, kantor operasional Institut Nusantara Berdaya",Solo Raya,"Institut Nusantara Berdaya membuka program kolaborasi untuk UMKM pada bidang pendampingan bisnis, pelatihan, digitalisasi dengan bentuk dukungan konsultasi legal, pendampingan konten.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000042.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000042.webp,true,false,,,2025-03-09 00:51:45,2025-04-25 00:51:45
MTR000043,MITRA-2026-00043,AKUN005293,ADM000209,LOK000990,JM04,AKTIF,KABUPATEN,Institut Sahabat Produk Lokal,Institut Sahabat Produk Lokal Mandiri,2111933845178,58.776.056.8-237.625,Jonnathan Prabawa,PIC CSR,089847541199,institut-sahabat-produk-lokal043@corp.id,"Jl. Pemuda Kav. 86 Blok F, kantor operasional Institut Sahabat Produk Lokal",Jawa Tengah,"Institut Sahabat Produk Lokal membuka program kolaborasi untuk UMKM pada bidang riset produk, pendampingan bisnis dengan bentuk dukungan mentoring, klinik konsultasi, konsultasi legal.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000043.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000043.webp,true,false,,,2024-08-27 01:23:09,2024-11-11 01:23:09
MTR000044,MITRA-2026-00044,AKUN005294,,LOK001013,JM01,MENUNGGU_VERIFIKASI,NASIONAL,Dinas Sahabat UMKM,Dinas Sahabat UMKM Mandiri,1326849748949,35.651.879.9-348.645,Viola Rahman,Manajer Program,087861925877,sales-dinas-sahabat-umkm@or.id,"Pasar Kartasura Los D-194, kantor operasional Dinas Sahabat UMKM",Jawa Tengah,"Dinas Sahabat UMKM mendukung UMKM melalui konsultasi legal, fasilitasi sertifikasi, kurasi produk, klinik konsultasi pada bidang pelatihan, legalitas usaha. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000044.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000044.webp,false,false,,,2024-11-03 06:16:26,2024-12-29 06:16:26
MTR000045,MITRA-2026-00045,AKUN005295,ADM000200,LOK001036,JM03,AKTIF,PROVINSI,CV Logistik Prima,CV Logistik Prima,2131372023515,21.462.782.1-298.548,Gloria Hidayat,Business Development,08976496601,cv-logistik-prima.order@gmail.com,"Jl. Cemara No. 190 RT 12/RW 03, kantor operasional CV Logistik Prima",Solo Raya,"CV Logistik Prima mendukung UMKM melalui kurasi produk, kemitraan penjualan, klinik konsultasi, pendampingan konten pada bidang desain kemasan, distribusi, pemasaran. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000045.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000045.webp,true,false,,,2024-08-20 18:00:59,2024-10-31 18:00:59
MTR000046,MITRA-2026-00046,AKUN005296,,LOK001059,JM01,MENUNGGU_VERIFIKASI,PROVINSI,UPT Tumbuh Bersama,UPT Tumbuh Bersama Mandiri,9141645084200,94.597.127.2-135.584,Taufik Cahyani,Manajer Program,08584325267,upt-tumbuh-bersama.admin@or.id,"Kompleks Ruko Niaga Kartasura Blok D No. 87, kantor operasional UPT Tumbuh Bersama",Online Nasional,"UPT Tumbuh Bersama membuka program kolaborasi untuk UMKM pada bidang pelatihan, sertifikasi produk dengan bentuk dukungan kurasi produk, fasilitasi sertifikasi, konsultasi legal, kelas pelatihan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000046.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000046.webp,false,false,,,2026-03-06 11:26:27,2026-03-06 11:26:27
MTR000047,MITRA-2026-00047,AKUN005297,ADM000124,LOK001082,JM01,AKTIF,KABUPATEN,Dinas Kampus Wirausaha,Dinas Kampus Wirausaha Mandiri,1353935796525,78.601.032.3-341.606,Ratna Amin,PIC CSR,089729768583,admin47.dinas-kampus-wirausaha@corp.id,"Jl. Kenanga Kav. 210 Blok G, kantor operasional Dinas Kampus Wirausaha",Solo Raya,"Dinas Kampus Wirausaha berperan sebagai mitra pendamping yang menyediakan klinik konsultasi, fasilitasi sertifikasi, kelas pelatihan bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000047.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000047.webp,true,false,,,2024-01-03 23:05:49,2024-01-20 23:05:49
MTR000048,MITRA-2026-00048,AKUN005298,ADM000087,LOK001105,JM03,AKTIF,NASIONAL,CV Kolaborasi Karya,CV Kolaborasi Karya,2266082706894,79.781.194.4-404.554,Salma Mahardika,PIC CSR,081236558143,order-cv-kolaborasi-karya@or.id,"Jl. Dr. Rajiman Kav. 211 Blok A, kantor operasional CV Kolaborasi Karya",Kabupaten/Kota,"CV Kolaborasi Karya berperan sebagai mitra pendamping yang menyediakan pendampingan konten, klinik konsultasi, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000048.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000048.webp,true,false,,,2024-07-12 08:44:53,2024-08-04 08:44:53
MTR000049,MITRA-2026-00049,AKUN005299,ADM000157,LOK001128,JM08,AKTIF,LOKAL,PT Akselerasi Digital,PT Akselerasi Digital,1473329997520,,Sulastri Lahadalia,Koordinator Kemitraan,082251967050,cs.pt-akselerasi-digital@ac.id,"Sentra UMKM Gede, Kios C9, kantor operasional PT Akselerasi Digital",Jawa Tengah,"PT Akselerasi Digital berperan sebagai mitra pendamping yang menyediakan kemitraan penjualan, konsultasi ekspor bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000049.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000049.webp,true,false,,,2025-10-31 17:25:59,2025-12-11 17:25:59
MTR000050,MITRA-2026-00050,AKUN005300,ADM000115,LOK001151,JM05,AKTIF,KABUPATEN,Komunitas Riset dan Inovasi,Komunitas Riset dan Inovasi Mandiri,3379605849172,58.567.045.6-390.731,Mardiyah Syahputra,Kepala Divisi UMKM,085360993136,admin50.komunitas-riset-dan-inovasi@or.id,"Pasar Tembalang Los E-184, kantor operasional Komunitas Riset dan Inovasi",Solo Raya,"Komunitas Riset dan Inovasi membuka program kolaborasi untuk UMKM pada bidang pemasaran, pendampingan bisnis, pelatihan, akses marketplace dengan bentuk dukungan mentoring, promosi digital, akses pameran.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000050.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000050.webp,true,false,,,2025-06-07 14:27:23,2025-08-03 14:27:23
MTR000051,MITRA-2026-00051,AKUN005301,ADM000188,LOK001174,JM10,AKTIF,LOKAL,Studio Digital Niaga,Studio Digital Niaga Mandiri,,13.590.038.7-361.492,Suyatno Susanti,Manajer Program,085796996436,studio-digital-niaga051@go.id,"Kompleks Ruko Solo Baru Blok H No. 38, kantor operasional Studio Digital Niaga",Jawa Tengah,"Studio Digital Niaga berperan sebagai mitra pendamping yang menyediakan klinik konsultasi, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000051.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000051.webp,true,false,,,2025-07-30 06:49:06,2025-09-23 06:49:06
MTR000052,MITRA-2026-00052,AKUN005302,ADM000231,LOK001197,JM09,AKTIF,LOKAL,Inkubator Akses Modal Mandiri,Inkubator Akses Modal Mandiri Mandiri,3304205346978,57.557.873.8-319.434,Puspita Rachman,Business Development,08782634072,kemitraan.inkubator-akses-modal-mandiri@co.id,"Sentra UMKM Grogol, Kios H32, kantor operasional Inkubator Akses Modal Mandiri",Online Nasional,"Inkubator Akses Modal Mandiri mendukung UMKM melalui mentoring, promosi digital, pendampingan konten, klinik konsultasi pada bidang pendampingan bisnis, riset produk. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000052.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000052.webp,true,false,,,2024-01-17 06:16:41,2024-03-01 06:16:41
MTR000053,MITRA-2026-00053,AKUN005303,ADM000201,LOK001220,JM02,AKTIF,LOKAL,PT Konsultan Legal UMKM,PT Konsultan Legal UMKM,2110776311608,,Anisa Utami,Koordinator Kemitraan,08986355677,order.pt-konsultan-legal-umkm@mitra.id,"Kompleks Ruko Sumber Rejeki Blok D No. 20, kantor operasional PT Konsultan Legal UMKM",Nasional,"PT Konsultan Legal UMKM berperan sebagai mitra pendamping yang menyediakan pendampingan konten, promosi digital bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000053.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000053.webp,true,false,,,2025-12-29 02:45:27,2026-01-04 02:45:27
MTR000054,MITRA-2026-00054,AKUN005304,,LOK001243,JM03,MENUNGGU_VERIFIKASI,LOKAL,PT Kreasi Muda,PT Kreasi Muda,3123766162236,94.522.058.1-247.703,Rina Setiawan,Manajer Program,081392285727,cs-pt-kreasi-muda@corp.id,"Kompleks Ruko Sumber Rejeki Blok G No. 123, kantor operasional PT Kreasi Muda",Nasional,"PT Kreasi Muda mendukung UMKM melalui bantuan alat, kurasi produk, kemitraan penjualan pada bidang pemasaran, digitalisasi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000054.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000054.webp,false,false,,,2026-03-30 15:59:08,2026-05-22 15:59:08
MTR000055,MITRA-2026-00055,AKUN005305,,LOK001266,JM06,NONAKTIF,KABUPATEN,BPR Pelatihan Wirausaha,BPR Pelatihan Wirausaha Mandiri,,13.485.020.2-456.746,Dian Suryani,PIC CSR,08224524116,bpr-pelatihan-wirausaha.kontak@co.id,"Jl. Tentara Pelajar KM 9.6, RT 08/RW 03, kantor operasional BPR Pelatihan Wirausaha",Solo Raya,"BPR Pelatihan Wirausaha mendukung UMKM melalui klinik konsultasi, pendampingan konten pada bidang pendampingan bisnis, legalitas usaha, permodalan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000055.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000055.webp,false,false,,,2024-08-04 13:21:44,2024-10-17 13:21:44
MTR000056,MITRA-2026-00056,AKUN005306,ADM000132,LOK001289,JM01,AKTIF,NASIONAL,UPT UMKM Naik Kelas,UPT UMKM Naik Kelas Mandiri,3138277942563,53.779.312.3-603.847,Bayu Hapsari,Kepala Divisi UMKM,08558783200,upt-umkm-naik-kelas056@ac.id,"Jl. Setiabudi No. 6 RT 10/RW 06, kantor operasional UPT UMKM Naik Kelas",Jawa-Bali,"UPT UMKM Naik Kelas membuka program kolaborasi untuk UMKM pada bidang pelatihan, sertifikasi produk, legalitas usaha, pendampingan bisnis dengan bentuk dukungan konsultasi legal, kelas pelatihan, pendampingan konten.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000056.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000056.webp,true,false,,,2025-04-30 07:00:18,2025-06-07 07:00:18
MTR000057,MITRA-2026-00057,AKUN005307,ADM000061,LOK001312,JM04,AKTIF,NASIONAL,Politeknik Kemitraan Lokal,Politeknik Kemitraan Lokal Mandiri,1855531235049,57.512.032.4-514.071,Kartika Afifan,Koordinator Kemitraan,082155401157,info-politeknik-kemitraan-lokal@mitra.id,"Jl. Pasar Kliwon Kav. 228 Blok E, kantor operasional Politeknik Kemitraan Lokal",Kabupaten/Kota,"Politeknik Kemitraan Lokal mendukung UMKM melalui mentoring, kelas pelatihan, konsultasi legal pada bidang pendampingan bisnis, pelatihan, digitalisasi, riset produk. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000057.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000057.webp,true,false,,,2025-06-17 20:44:59,2025-08-24 20:44:59
MTR000058,MITRA-2026-00058,AKUN005308,ADM000227,LOK001335,JM06,AKTIF,KABUPATEN,Koperasi Logistik Rakyat,Koperasi Logistik Rakyat,1259474918581,35.867.114.5-310.861,Galih Kusuma,Manajer Program,0856634485003,halo.koperasi-logistik-rakyat@go.id,"Kompleks Ruko Mutiara Blok H No. 58, kantor operasional Koperasi Logistik Rakyat",Online Nasional,"Koperasi Logistik Rakyat membuka program kolaborasi untuk UMKM pada bidang legalitas usaha, pendampingan bisnis, permodalan dengan bentuk dukungan klinik konsultasi, pinjaman lunak, konsultasi legal, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000058.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000058.webp,true,false,,,2026-05-15 04:05:43,2026-06-28 04:05:43
MTR000059,MITRA-2026-00059,AKUN005309,ADM000138,LOK001358,JM11,AKTIF,KABUPATEN,Koperasi Bina Usaha,Koperasi Bina Usaha,2274336695253,83.669.148.6-429.683,Miftah Azzahra,Kepala Divisi UMKM,082110748723,koperasi-bina-usaha.order@ac.id,"Jl. Dr. Rajiman Gang Sawo No. 219, kantor operasional Koperasi Bina Usaha",Solo Raya,"Koperasi Bina Usaha berperan sebagai mitra pendamping yang menyediakan akses pameran, kurasi produk, kemitraan penjualan bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000059.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000059.webp,true,false,,,2025-08-31 01:02:30,2025-09-28 01:02:30
MTR000060,MITRA-2026-00060,AKUN005310,,LOK001381,JM09,MENUNGGU_VERIFIKASI,LOKAL,Akselerator Pangan Berdaya,Akselerator Pangan Berdaya Mandiri,1380350006657,,Fauzan Anggraini,PIC CSR,082394036941,akselerator-pangan-berdaya.kemitraan@mitra.id,"Jl. KH Hasyim Asy'ari No. 224 RT 07/RW 08, kantor operasional Akselerator Pangan Berdaya",Kabupaten/Kota,"Akselerator Pangan Berdaya berperan sebagai mitra pendamping yang menyediakan kurasi produk, kelas pelatihan, promosi digital bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000060.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000060.webp,false,false,,,2026-05-12 09:13:46,2026-06-19 09:13:46
MTR000061,MITRA-2026-00061,AKUN005311,ADM000194,LOK001404,JM08,AKTIF,NASIONAL,PT Klinik Bisnis Rakyat,PT Klinik Bisnis Rakyat,2187320978446,45.776.138.8-554.040,Annisa Wijayanti,Kepala Divisi UMKM,088896554466,pt-klinik-bisnis-rakyat061@ac.id,"Kompleks Ruko Cemara Blok F No. 216, kantor operasional PT Klinik Bisnis Rakyat",Jawa Tengah,"PT Klinik Bisnis Rakyat membuka program kolaborasi untuk UMKM pada bidang logistik, ekspor, distribusi dengan bentuk dukungan pendampingan konten, konsultasi ekspor.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000061.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000061.webp,true,false,,,2025-07-07 12:49:28,2025-08-14 12:49:28
MTR000062,MITRA-2026-00062,AKUN005312,ADM000043,LOK001427,JM06,AKTIF,PROVINSI,Bank Pusat Ekspor Pemula,Bank Pusat Ekspor Pemula Mandiri,1897419066777,76.873.185.9-735.214,Lois Handayani,PIC CSR,08775400156,bank-pusat-ekspor-pemula.kontak@corp.id,"Jl. Raden Saleh Kav. 72 Blok E, kantor operasional Bank Pusat Ekspor Pemula",Jawa-Bali,"Bank Pusat Ekspor Pemula berperan sebagai mitra pendamping yang menyediakan pinjaman lunak, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000062.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000062.webp,true,false,,,2026-03-24 05:25:50,2026-05-02 05:25:50
MTR000063,MITRA-2026-00063,AKUN005313,ADM000003,LOK001450,JM09,AKTIF,PROVINSI,Lembaga Sentra Pameran,Lembaga Sentra Pameran Mandiri,,,Satria Wijaya,Koordinator Kemitraan,082393455234,lembaga-sentra-pameran063@mitra.id,"Jl. Brigjen Katamso KM 13.4, RT 13/RW 10, kantor operasional Lembaga Sentra Pameran",Kabupaten/Kota,"Lembaga Sentra Pameran mendukung UMKM melalui mentoring, kurasi produk, pendampingan konten pada bidang riset produk, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000063.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000063.webp,true,false,,,2026-01-09 21:48:06,2026-03-24 21:48:06
MTR000064,MITRA-2026-00064,AKUN005314,ADM000217,LOK001473,JM06,AKTIF,NASIONAL,Bank Ekspor Mandiri,Bank Ekspor Mandiri Mandiri,1223562717369,,Prabowo Haunan,Kepala Divisi UMKM,0853702125987,bank-ekspor-mandiri.halo@go.id,"Jl. Slamet Riyadi KM 10.5, RT 07/RW 11, kantor operasional Bank Ekspor Mandiri",Jawa-Bali,"Bank Ekspor Mandiri membuka program kolaborasi untuk UMKM pada bidang pendampingan bisnis, legalitas usaha, permodalan dengan bentuk dukungan mentoring, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000064.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000064.webp,true,false,,,2026-04-20 09:36:29,2026-05-13 09:36:29
MTR000065,MITRA-2026-00065,AKUN005315,ADM000156,LOK001496,JM06,AKTIF,LOKAL,Koperasi Kemasan Kreatif,Koperasi Kemasan Kreatif,3328639378063,83.593.383.3-457.037,Zahra Hylmi,Koordinator Kemitraan,085681562483,usaha-koperasi-kemasan-kreatif@co.id,"Jl. Ki Hajar Dewantara KM 8.8, RT 09/RW 01, kantor operasional Koperasi Kemasan Kreatif",Jawa-Bali,"Koperasi Kemasan Kreatif membuka program kolaborasi untuk UMKM pada bidang permodalan, pendampingan bisnis, legalitas usaha dengan bentuk dukungan klinik konsultasi, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000065.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000065.webp,true,false,,,2024-07-22 12:54:35,2024-09-05 12:54:35
MTR000066,MITRA-2026-00066,AKUN005316,ADM000056,LOK001519,JM07,AKTIF,LOKAL,Marketplace Gerai Kurasi Produk,Marketplace Gerai Kurasi Produk Mandiri,1838189788265,,Irfan Subianto,Koordinator Kemitraan,08786779891,kemitraan66.marketplace-gerai-kurasi-produk@corp.id,"Pasar Nusukan Los H-23, kantor operasional Marketplace Gerai Kurasi Produk",Kabupaten/Kota,"Marketplace Gerai Kurasi Produk berperan sebagai mitra pendamping yang menyediakan pendampingan konten, akses marketplace, kemitraan penjualan bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000066.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000066.webp,true,false,,,2024-06-13 16:03:06,2024-08-28 16:03:06
